modelname,foto,colorcode,fullmodelcode,model_id,group,subgroup,category,subcategory,status,season,colorname,service,first_date,cm,codes,Фотосессия 21-54,Фотосессия 21-55,Фотосессия 21-56,Фотосессия 21-57,Фотосессия 21-58,Фотосессия 21-59,Фотосессия 21-60,Фотосессия 21-61,Фотосессия 21-62,Фотосессия 21-63,Фотосессия 21-64,Фотосессия 21-65,Фотосессия 21-66,Фотосессия 21-67,Фотосессия 21-68,received,received_in_cogs,sales,sales_in_cogs,realization,days0,speed_of_sales,amount,margin,was_in_sale,stocks,cogs_x,stock_in_cogs,roa,roa1,roa2,days_w,sales_w,speed_of_sales_w,cover_w,2_a,"Москва, Долгоруковская, 40.",0_a,"Зал (Долгоруковская, 40)",Мск склад Новослободская,"Склад ""Единички"" (Москва, Долгоруковская, 40)",Транзит Москва - Новослободская,Транзит Б.Дорогомиловская - Долгоруковская,"Новая Коллекция (Долгоруковская, 40)",1_a,"Ремонт (Москва, Долгоруковская, 40)","Стирка (Долгоруковская, 40)","Брак (Москва, Долгоруковская, 40)",2_b,"Москва, Большая Дорогомиловская, д.8",0_b,"Зал продаж (Большая Дорогомиловская, 8)","Склад (Большая Дорогомиловская, 8)","Склад ""Единички"" (Большая Дорогомиловская, 8)",Транзит Москва - Дорогомиловская,Транзит Долгоруковская - Б.Дорогомиловская,"Новая Коллекция (Большая Дорогомиловская, 8)",1_b,"Ремонт (Большая Дорогомиловская, 8)","Стирка (Большая Дорогомиловская, 8)","Брак (Большая Дорогомиловская, 8)",2_c,Спб,0_c,"Склад (Спб, Фурштатская, 42)","Транзит Москва - Питер (Спб, распред.)","Зал продаж (Спб, Фурштатская, 42)","Склад Новая Коллекция (Спб, Фурштатская, 42)","Склад ""Единички"" (Спб, Фурштатская, 42)",Транзит Москва - Фурштатская,Транзит Казань - Питер,"Склад Новая Коллекция (Спб, Фурштатская, 42)","Сезон Хранение (Спб, распред.)","Склад ""Нижний"" (Спб, Фурштатская, 42)",1_c,"Ремонт (Спб, Фурштатская, 42)","Стирка (Спб, Фурштатская, 42)","Брак (Спб, Фурштатская, 42)",2_d,"Интернет магазин ""Look Online""",0_d,Склад (Интернет магазин Яковлев),Транзит Москва - ИМ,1_d,Зал продаж (Интернет магазин Яковлев),Стирка (Интернет магазин Яковлев),Ремонт (Интернет магазин Яковлев),Брак (Интернет магазин Яковлев),2_e,Основной магазин,0_e,Мск Склад ответ хранение  (Новый),Мск Сезонное хранение(Новый),Транзит Казань - Москва (Новый),Транзит Питер - Москва,Транзит Новослободская - Москва,Транзит Дорогомиловская - Москва,Транзит ИМ - Москва,Мск Контент склад (Новый),Фотосессия2,Мск на фотосессии (Новый),Склад Sale (центральный склад),Ответ Хран (Нью Лайн),Склад поступлений (ИП Шестаков),Склад поступлений (ИП Козлов),1_e,Склад списания,Мск Ремонт (Новый),Мск Брак (Новый),Товары для Киевской,Товары для Фурштатская,2_f,Китай,0_f,"Казань, Проспект Победы, 33",0_g,"Зал продаж (Казань, Проспект Победы, 33)","Зал продаж - обувь (Казань, Проспект Победы, 33)","Склад (Казань, Проспект Победы, 33)","Склад Лето Сезон Хран(Казань, Проспект Победы, 33)","Сезонное хранение (Казань, Проспект Победы, 33)","Склад ""Единички"" (Казань, Проспект Победы, 33)",Транзит Москва - Казань (Новый),Транзит Питер - Казань,"Новая Коллекция (Казань, Проспект Победы, 33)","Склад Sale (Казань, Проспект Победы, 33)",1_g,Транзит Брак Москва - Казань,"Уценка (Казань, Проспект Победы, 33)","Стирка (Казань, Проспект Победы, 33)","Ремонт (Казань, Проспект Победы, 33)",2_h,"Казань, Декабристов, 8",0_h,"Зал продаж (Казань, Декабристов, 8)","Зал продаж - обувь (Казань, Декабристов, 8)","Сезонное хранение (Казань, Декабристов, 8)","Склад (Казань, Декабристов, 8)","Склад Лето Сезон Хран(Казань, Декабристов, 8)","Новая Коллекция (Казань, Декабристов, 8)","Склад ""Единички"" (Казань, Декабристов, 8)",1_h,"Ремонт (Казань, Декабристов, 8)",2_i,Маркетплейсы,0_i,Склад (wildberries),"Подсорт ""Wildberries""",1_i,Итого,firstprice,firstadd,cogs_y,sal,addsale,sale,curadd,currentpr,provider
Топ укороченный тонкие лямки ,87b04366-b965-11eb-9112-7085c281e0ea,,1SLT/008397,ЦБ-00002873,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_051,,Белый,ЦБ-00002873;Белый,2021-06-18 ,1,28580,,,,,,,,,,,,,,,,105,25515.0,103.0,25029.0,0.98,37.0,2.7837837837837838,64799.0,39770.0,1,2.0,243.0,486.0,1.56,,,7.0,2.0,0.2857142857142857,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,690.0,1.84,243.0,-28.0,-9.0,1.0,1.05,499.0,Баярма
Топ укороченный тонкие лямки ,87b04366-b965-11eb-9112-7085c281e0ea,,1SLT/008397,ЦБ-00002873,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_054,,Коричневый,ЦБ-00002873;Коричневый,2021-06-22 ,1,28582,2021-07-13,,,,,,,,,,,,,,,36,8748.0,35.0,8505.0,0.97,39.0,0.8974358974358975,19744.0,11239.0,1,1.0,243.0,243.0,1.28,,,7.0,3.0,0.42857142857142855,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,690.0,1.84,243.0,-49.0,-18.0,1.0,0.44,349.0,Баярма
Топ укороченный тонкие лямки ,87b04366-b965-11eb-9112-7085c281e0ea,,1SLT/008397,ЦБ-00002873,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_059,,Оливковый,ЦБ-00002873;Оливковый,2021-07-30 ,1,28583,,,,,,2021-07-30,,,,,,,,,,302,73386.0,122.0,29646.0,0.4,34.0,3.588235294117647,68004.0,38358.0,1,180.0,243.0,43740.0,0.52,,,7.0,36.0,5.142857142857143,35.0,0.0,13.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,690.0,1.84,243.0,-49.0,-19.0,1.0,0.44,349.0,Баярма
Топ укороченный тонкие лямки ,87b04366-b965-11eb-9112-7085c281e0ea,,1SLT/008397,ЦБ-00002873,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_049,,Черный,ЦБ-00002873;Черный,2021-06-25 ,1,28581,,,,,,,,,,,,,,,,74,17982.0,72.0,17496.0,0.97,28.0,2.5714285714285716,45598.0,28102.0,1,2.0,243.0,486.0,1.56,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,2.0,690.0,1.84,243.0,-49.0,-8.0,1.0,0.44,349.0,Баярма
Топ укороченный1,ace3de09-ae75-11eb-9112-7085c281e0ea,,1SLT/008269,ЦБ-00002752,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_038,,Белый,ЦБ-00002752;Белый,2021-05-11 ,1,28134,,,,,,,,,,,,,,,,17,4743.0,16.0,4464.0,0.94,19.0,0.8421052631578947,3899.0,-565.0,1,1.0,279.0,279.0,-0.12,,,7.0,1.0,0.14285714285714285,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,890.0,2.19,279.0,-72.0,-73.0,1.0,-0.11,249.0,Баярма
Топ укороченный1,ace3de09-ae75-11eb-9112-7085c281e0ea,,1SLT/008269,ЦБ-00002752,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_037,,Зеленый,ЦБ-00002752;Зеленый,2021-05-15 ,1,28136,,,,,,,,,,,,,,,,1,279.0,1.0,279.0,,4.0,0.25,449.0,170.0,1,0.0,279.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,2.19,279.0,-50.0,-50.0,1.0,0.61,449.0,Баярма
Топ укороченный1,ace3de09-ae75-11eb-9112-7085c281e0ea,,1SLT/008269,ЦБ-00002752,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_037,,Хаки,ЦБ-00002752;Хаки,2021-05-11 ,1,28135,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,279.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,2.19,279.0,-72.0,,1.0,-0.11,249.0,Баярма
Топ укороченный1,ace3de09-ae75-11eb-9112-7085c281e0ea,,1SLT/008269,ЦБ-00002752,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_036,,Черный,ЦБ-00002752;Черный,2021-05-11 ,1,28133,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,279.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,2.19,279.0,-72.0,,1.0,-0.11,249.0,Баярма
Топ шелковистый на тонких лямках,3c304f1d-921c-11eb-9112-7085c281e0ea,,1SLT/007881,ЦБ-00002503,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_038,,Бежевый,ЦБ-00002503;Бежевый,2021-04-23 ,1,27393,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,504.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,1.36,504.0,-50.0,,1.0,0.19,599.0,Баярма
Топ шелковистый на тонких лямках,3c304f1d-921c-11eb-9112-7085c281e0ea,,1SLT/007881,ЦБ-00002503,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_025,,Белый,ЦБ-00002503;Белый,2021-04-06 ,1,27391,,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,504.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,1.36,504.0,-29.0,,1.0,0.68,849.0,Баярма
Топ-комбинация на тонких лямках,37c97fcd-eeb5-11eb-9114-7085c281e0ea,,1SLT/008721,ЦБ-00003197,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,,,Белый,ЦБ-00003197;Белый,NaT,1,29621,,,,,,,,,,,,,,,,200,82200.0,0.0,,,0.0,0.0,,,1,200.0,411.0,82200.0,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1490.0,2.63,411.0,0.0,,0.0,2.63,1490.0,Баярма
Топ-корсет твидовый сзади  молния,aebb1963-a1c6-11ea-9107-7085c281e0ea,,1SLT/006610,ЦБ-00001367,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Контент,,Белый,ЦБ-00001367;Белый,2020-06-17 ,1,"24016, 24017",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,360.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,1.75,360.0,-50.0,,1.0,0.39,499.0,"ООО ""Эс энд Эй"""
Топ-корсет твидовый сзади  молния,aebb1963-a1c6-11ea-9107-7085c281e0ea,,1SLT/006610,ЦБ-00001367,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 4,,Черный,ЦБ-00001367;Черный,2020-06-09 ,1,"24018, 24019",,,,,,,,,,,,,,,,0,0.0,0.0,,,0.0,0.0,,,1,0.0,360.0,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,1.75,360.0,-50.0,,1.0,0.39,499.0,"ООО ""Эс энд Эй"""
Топ-майка   ,138a9dfd-b495-11eb-9112-7085c281e0ea,,1SLT/008318,ЦБ-00002800,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_045,,Белый,ЦБ-00002800;Белый,2021-05-21 ,1,28302,,,,,,,,,,,,,,,,4,1432.0,3.0,1074.0,0.75,6.0,0.5,803.0,-271.0,1,1.0,358.0,358.0,-0.19,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,990.0,1.77,358.0,-70.0,-73.0,1.0,-0.16,299.0,Баярма
Топ-майка   ,138a9dfd-b495-11eb-9112-7085c281e0ea,,1SLT/008318,ЦБ-00002800,1. Одежда,1.4 Плечевые,"1.4.3 Легкие верха (1 плечевой слой, трикотаж)",1.4.3.5 Топы,Фотосессия 21_041,,Серый,ЦБ-00002800;Серый,2021-05-28 ,1,28303,,,,,,,,,,,,,,,,90,32220.0,86.0,30788.0,0.96,42.0,2.0476190476190474,34584.0,3796.0,1,4.0,358.0,1432.0,0.12,,,7.0,13.0,1.8571428571428572,2.1538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,990.0,1.77,358.0,-70.0,-59.0,1.0,-0.16,299.0,Баярма
